,phonetics_id,names,phonetics
16493,16493,shabir,sh-BEHR
16494,16494,shaer,SHAH-ehr
16495,16495,shaffi,SHAH-fee
16496,16496,shafiee,shah-fee-EE
16497,16497,shafiq,shah-FEEK
16498,16498,shah,SHAH
16499,16499,shahabuddin,shah-hah-boo-DEEN
16500,16500,shahak,SHAH-hahk
16501,16501,shahrani,shah-rah-NEE
16502,16502,shahzad,shah-ZAHD
16503,16503,shaik,SHAYK
16504,16504,shaimiyev,sh-eye-MEE-ehv
16505,16505,shakeri,shah-keh-REE
16506,16506,shakhnovsky,shahk-NAWV-skee
16507,16507,shalah,SHAH-lah
16508,16508,shalikashvili,shah-lee-kahsh-VEE-lee
16509,16509,shalit,shah-LEET
16510,16510,shalom,shah-LOHM
16511,16511,shamba,SHAHM-bah
16512,16512,shami,SHAM-ee
16513,16513,shamir,shah-MEER
16514,16514,shamkar,sham-KAHR
16515,16515,shamkhani,shahm-kah-NEE
16516,16516,shamlou,shahm-LOO
16517,16517,shamshur,SHAHM-shoor
16518,16518,shamsolvaezin,sham-sohl-vah-eh-ZEEN
16519,16519,sharabaty,shah-rah-BAH-tee
16520,16520,sharaf,SHAH-rahf
16521,16521,sharif,shah-REEF
16524,16524,sharipov,shah-REE-pawf
16525,16525,sharon,shah-ROHN
16528,16528,shashiashvili,shah-shee-ahsh-VEE-lee
16867,16867,shastri,SHAHS-tree
16868,16868,shatalov,shah-TAH-lawf
16869,16869,shatta,SHAH-tah
16870,16870,shawel,S-HOW-wuhl
16871,16871,shawkat,SHAW-kaht
16872,16872,shcharansky,sheh-RAHN-skee
16873,16873,shcherban,shehr-BAHN
16874,16874,sheetrit,SHEET-reet
16875,16875,shehade,sheh-HAH-deh
16876,16876,shehu,SHEH-hoo
16877,16877,sheibani,shay-bah-NEE
16878,16878,shekarau,sheh-kah-RAH-OH
16879,16879,sher,SHEHR
16880,16880,sherman,SHEHR-muhn
16881,16881,shevardnadze,sheh-vahrd-NAHD-zeh
16882,16882,shevchenko,shehv-CHEHN-kaw
16883,16883,shihab,SHEE-hahb
16884,16884,shikhmuradov,shihk-moor-AH-dawf
16885,16885,shikhsaidov,shihk-sah-EE-dawv
16886,16886,shinan,shee-NAN
16887,16887,shinawatra,shihn-ah-WAHT
16888,16888,shinseki,shehn-SEH-kee
16889,16889,shiokawa,shee-OH-kah-wah
16890,16890,shiozaki,shee-oh-ZAH-kee
16891,16891,shkidchenko,SHKIHD-chehn-koh
16892,16892,shkolnik,SHKOHL-neek
16893,16893,shlash,sheh-LAHSH
16894,16894,shmatko,SHMAHT-kaw
16895,16895,shoigu,shoy-GOO
16896,16896,shokhin,shoh-KEEN
16897,16897,shoval,shoh-VAHL
16898,16898,shpigun,shh-pee-GOON
16899,16899,shraidi,SH-RAY-dee
16900,16900,shtayyeh,sh-TAH-yeh
16901,16901,shushkevich,shoosh-KAY-vihch
16902,16902,shvydkoi,sh-vihd-KOY
16903,16903,sibal,SIH-bl
16904,16904,sibanda,see-BAHN-dah
16905,16905,siddiqui,see-DEE-kee
16906,16906,siderov,SEE-dehr-awf
16907,16907,sidgmore,SIHJ-morh
16908,16908,sidorsky,sih-DOHR-skee
16909,16909,sidr,SIHD-rrr
16910,16910,sieda,SEE-dah
16911,16911,siew,SH-OW
16912,16912,sigurdardottir,sih-goor-dahr-DAW-teer
16913,16913,sihamoni,see-HAM-oh-NEE
16914,16914,sihanouk,see-ah-NOOK
16915,16915,sik,SHIHK
16916,16916,sikatana,SKAH-tah-nah
16917,16917,sikharulidze,SEEK-hah-roo-LEED-zeh
16918,16918,sikirica,see-kee-REET-sah
16919,16919,sikorski,shee-KOHR-skee
16921,16921,sikua,SIHK-wah
16922,16922,silaen,see-LAH-ehn
16923,16923,silajdzic,see-L-EYE-jeech
16924,16924,silva,SEEL-vah
16925,16925,simao,SEE-(mah-oh)
16926,16926,simatovic,see-mah-TOH-vihch
16927,16927,simbolon,sihm-boh-LAHN
16928,16928,simeus,see-MAY-yoos
16929,16929,simic,SEE-meech
16930,16930,simic,SEE-mihch
16931,16931,simitis,see-MEE-tees
16932,16932,simko,SHIHM-koh
16933,16933,simon,see-MOHN
16934,16934,simonovic,see-MOH-noh-vihch
16935,16935,sin,SIHN
16936,16936,singh,SIHNG
16944,16944,singson,SIHNG-suhn
16945,16945,sinha,SIHN-hah
16947,16947,siniora,sehn-YOOR-ah
16948,16948,sinunguruza,sih-noon-goo-ROO-zah
16949,16949,sircar,SHAHR-kahr
16950,16950,siregar,sih-ree-GAHR
16952,16952,sisulu,soo-SOO-loo
16953,16953,sitaula,sih-TAW-lah
16954,16954,sjekirica,SYEH-keh-reet-sah
16955,16955,skalko,SKAHL-koh
16956,16956,skele,SH-KAY-lay
16957,16957,skelemani,skeh-leh-MAH-nee
16958,16958,skerrit,SKEH-reht
16959,16959,skuratov,skoo-RAH-tawf
16960,16960,slesers,SHLEH-sehrs
16961,16961,slim,SLEEM
16962,16962,sljivancanin,shlee-vahn-CHUH-neen
16963,16963,smiljanic,smeel-YAH-nihch
16964,16964,smirnov,smeer-NAWF
16965,16965,smith,SMIH-TH
16966,16966,smyrnov,smeer-NOHV
16967,16967,snegur,SNEH-gehr
16968,16968,sneh,SNEH
16969,16969,sneir,(suh)NEER
16970,16970,soares,SWAH-rehsh
16972,16972,sobotka,SOH-baht-kah
16973,16973,sobyanin,suhb-YAH-nihn
16974,16974,socrates,SAH-krah-tehsh
16975,16975,sodano,soh-DAH-noh
16976,16976,sogavare,soh-gah-VAH-ray
16977,16977,soglo,SOH-gloh
16978,16978,sokol,SAW-kuhl
16979,16979,solana,soh-LAH-nah
16980,16980,solari,soh-LAH-ree
16981,16981,soleimanpour,soo-lay-mahn-POOR
16982,16982,solheim,SOHL-h-eye-m
16983,16983,solis,soh-LEESS
16985,16985,solouki,soh-loo-KEE
16986,16986,solyom,SHOY-yohm
16987,16987,solzhenitsyn,sohl-zheh-NEET-sehn
16988,16988,somare,soh-MAH-ray
16989,16989,somavia,soh-mah-VEE-ah
16990,16990,somoza,soh-MOH-sah
16991,16991,sompare,sohm-PAH-ray
16992,16992,somsavat,LEHNG-sah-waht
17396,17396,soomro,SOOM-roh
17397,17397,soong,SOONG
17398,17398,sophea,soh-PEE-ah
17399,17399,soro,soh-ROH
17400,17400,sorokin,saw-ROH-keen
17401,17401,soromou,saw-raw-MOO
17402,17402,soroush,soh-ROOSH
17403,17403,sotiropoulo,soh-tih-roo-POO-loo
17404,17404,sotomayor,soh-tohm-eye-YOHR
17405,17405,souaidia,soo-A-dee-ah
17406,17406,souflias,soo-flee-AHSS
17407,17407,souter,SOO-tehr
17408,17408,soyinka,SHOH-yihn-KAH
17409,17409,spasojevic,SPAH-soh-yay-vihch
17410,17410,speight,SPAYT
17411,17411,spidla,SHPIHD-lah
17412,17412,spiliotopoulos,speel-yoh-TOH-poh-lohss
17413,17413,spiric,SHPEE-rihch
17414,17414,spurdzins,SPOOR-jihnsh
17415,17415,stakic,STAH-kihch
17416,17416,stalin,STAH-lihn
17417,17417,stambolic,STAHM-boh-lihch
17418,17418,stanishev,stan-EE-shehv
17419,17419,stanisic,STAH-nee-sheech
17420,17420,stank,STAHNK
17421,17421,stankovic,STAHN-koh-vihch
17423,17423,stanoiu,stah-NOY-oo
17424,17424,starovoitova,stah-roh-VOY-toh-vah
17425,17425,steinbrueck,SHT-EYE-N-brook
17426,17426,stelmakh,STEHL-mahk
17427,17427,stepashin,steh-PAH-shihn
17428,17428,stephanopoulos,steh-fah-NOH-poo-lohs
17429,17429,stevens,STEE-vehns
17430,17430,stipetic,STEE-peh-tihch
17431,17431,stirling,STEER-lihng
17432,17432,stoiber,SHTOY-behr
17433,17433,stojic,STOY-ihch
17434,17434,stojilkovic,stoy-YEEL-koh-vihch
17435,17435,stojkovic,STOY-koh-vihch
17436,17436,stolojan,stoh-loh-ZHAHN
17437,17437,stoltenberg,STOHL-tehn-behrk
17439,17439,stournaras,stoor-NAH-rahss
17440,17440,stoyanov,stoy-AH-nawf
17441,17441,stratan,strah-TAHN
17442,17442,strelnikov,STREHL-nih-kawf
17443,17443,stroessner,STRUHS-nehr
17444,17444,strougal,SHTROH-gahl
17445,17445,stroyev,STROY-yehf
17446,17446,struck,SH-TROOK
17447,17447,strugar,STROO-gahr
17448,17448,stubb,STOOB
17449,17449,sturanovic,shtoo-RAH-noh-vitch
17450,17450,subianto,soo-bee-AHN-toh
17451,17451,subotic,SOO-boh-tihch
17452,17452,suchkov,sooch-KAWF
17453,17453,suchocka,soo-HOHT-skah
17454,17454,sudarsono,soo-DAHR-SOH-NOH
17455,17455,suga,SOO-guh
17456,17456,suger,SOOH-air
17457,17457,sugiura,SOO-GHEE-OO-RAH
17458,17458,sukarnoputri,soo-kahr-noh-poo-TREE
17459,17459,suleiman,soo-lay-MAHN
17461,17461,sultan,sool-TAHN
17462,17462,sultanov,sool-TAH-nawf
17463,17463,sumaidy,soom-EYE-eed-eye
17464,17464,sumaye,soom-EYE-eh
17465,17465,sumbeiywo,soomb-WAY-oh
17466,17466,supandji,soo-PAHND-jee
17467,17467,suplicy,soo-PLEE-see
17468,17468,suratman,soo-RAHT-mahn
17469,17469,sutanovac,SHOO-tahn-oh-vahts
17470,17470,sutarto,soo-TAHR-toh
17471,17471,sutresna,soo-trehs-NAH
17472,17472,sutrisno,soo-TRIHS-noh
17473,17473,sutyagin,soo-TYAH-ghihn
17474,17474,suwarya,soo-WAHR-yah
17475,17475,suyanto,soo-YAHN-toh
17476,17476,svejnar,SHVAY-nahr
17477,17477,svilanovic,svee-LAH-noh-vihch
17478,17478,svinarov,svee-NAH-rawf
17479,17479,svoboda,SVOH-boh-dah
17480,17480,swaraj,swah-RAHJ
17481,17481,syafei,SHAH-feh-ee
17482,17482,sylla,SEE-lah
17483,17483,symonenko,sih-moh-NEHN-kaw
17484,17484,sysuyev,sih-SOO-yehf
17485,17485,szczyglo,shh-CHIHG-woh
17486,17486,szelestey,ZEHL-esht-eye-ee
17487,17487,szeremietiew,shehr-eh-MEH-tee-ehf
17488,17488,szili,SEE-lee
17489,17489,szmajdzinski,shm-eye-JIHN-skee
19060,19060,tadic,TAH-dehch
19061,19061,tadic,TAH-deech
19062,19062,tadic,TAH-dihch
19064,19064,tadzhuddin,tahd-zhoo-DEEN
19065,19065,tagro,TAH-groh
19066,19066,taha,tah-HAH
19067,19067,taha,TAH-hah
19068,19068,tahboub,TAH-BOOB
19069,19069,taher,TAH-her
19070,19070,taiana,t-eye-AH-nah
19071,19071,tairfour,t-eye-FOOR
19072,19072,taj,TAHJ
19073,19073,tajbakhsh,TAHJ-BACKSH
19074,19074,tajernia,tah-jehr-nee-AH
19075,19075,tajzadeh,tahj-ZAH-DEH
19076,19076,takebe,TAH-KEH-BEH
19077,19077,takenaka,tah-KAY-nah-kah
19078,19078,takeshita,tah-KEHSH-eh-tah
19079,19079,talabani,tah-lah-BAH-nee
19081,19081,talay,TAHL-eye
19082,19082,talbott,TAWL-beht
19083,19083,talic,TAH-lihch
19084,19084,talvitie,TAHL-vee-tee-a
19085,19085,tambo,TAHM-boh
19086,19086,tanaka,TAH-NAH-KAH
19087,19087,tanayev,tah-NAH-yehf
19088,19088,tandja,TAHN-jah
19089,19089,tandjung,TAHN-JOONG
19090,19090,tanigaki,tah-NEE-gah-kih
19091,19091,taniwal,tah-nee-WAHL
19092,19092,tannenbaum,TAN-ehn-baum
19093,19093,tantan,tahn-TAHN
19094,19094,tanzi,TAHN-zee
19095,19095,tapias,TAH-pee-ahs
19096,19096,tarand,TAH-rahnd
19097,19097,tarar,tah-RAHR
19098,19098,tarasiuk,tah-rah-SH-YOOK
19099,19099,tarculovski,tahr-CHOO-lahv-skee
19100,19100,tariceanu,tah-ree-CHAH-noo
19101,19101,tarifi,tah-REE-fee
19102,19102,tarkhanishvili,tahr-kahn-ihsh-VEE-lee
19103,19103,tarlev,TAHR-lehv
19104,19104,tarmohammed,tahr-moh-HAH-mehd
19105,19105,taseer,TAH-SEER
19106,19106,tasmagambetov,tahs-mah-gahm-B(y)EH-tawf
19107,19107,tavakkoli,tah-vah-koh-LEE
19108,19108,tawheedi,taw-hee-DEE
19109,19109,tazhin,TAH-zhihn
19110,19110,tchamlesso,chahm-LEH-soh
19111,19111,tchessa,CHEH-sah
19112,19112,tchiani,CHAH-NEE
19113,19113,tejpal,TAYJ-pawl
19114,19114,tekebayev,teh-kehb-EYE-ehv
19115,19115,telicka,TEH-leech-kah
19116,19116,telios,TELL-yohs
19117,19117,tello,TEH-loh
19118,19118,temaru,TAY-mah-roo
19119,19119,tembo,TEHM-boh
19121,19121,tenet,TEH-neht
19122,19122,terokhin,tehr-YAW-kihn
19123,19123,terreblanche,TEH-reh-blahn-ch
19124,19124,terzic,T-AIR-zihch
19125,19125,teshome,teh-SHOH-meh
19126,19126,tesic,TEH-shich
19127,19127,tettamanzi,teht-ah-MAHN-zee
19128,19128,tevoedjre,teh-voh-JEER-a
19129,19129,tevzadze,tehv-ZAHD-zeh
19130,19130,thabane,tah-BAH-nay
19131,19131,thaci,THAH-chee
19132,19132,thackeray,TAHK-eh-ray
19133,19133,tharoor,tah-ROOR
19134,19134,thatcher,THAT-chehr
19135,19135,therassan,TEH-rah-sah(n)
19136,19136,theunis,TOO-nihs
19137,19137,thiam,TYAHM
19138,19138,thierse,TEER-zeh
19139,19139,thinley,TIHN-lay
19140,19140,thorn,TAWRN
19141,19141,thunberg,TOON-beh-ree
19142,19142,tiangaye,chahng-EYE
19143,19143,tianyong,tee-ehn-YAWNG
19144,19144,tibaijuka,teeb-eye-JOO-kah
19145,19145,tiberi,tee-BEH-ree
19146,19146,tibi,TIH-bee
19147,19147,tihic,TEE-hihch
19148,19148,tikhomirov,tee-koh-MEER-awv
19149,19149,timofte,tih-MAWF-teh
19150,19150,tirawi,TEE-raw-wee
19151,19151,titi,TEE-TEE
19152,19152,titov,tee-TAWF
19153,19153,tkeshelashvili,t-KEHSH-eh-lahsh-VEE-lee
19154,19154,todesca,toh-DAY-skah
19155,19155,todorovic,toh-DOH-roh-vihch
19156,19156,todovic,TOH-doh-vihch
19157,19157,togadia,toh-GAH-dee-ah
19158,19158,toisutta,toy-SOO-tah
19159,19159,tokayev,tohk-EYE-ehv
19160,19160,tokcan,TOHK-jahn
19161,19161,tokhtakhounov,tawk-tah-HOO-nawf
19162,19162,toledo,toh-LAY-doh
19163,19163,tolimir,TOH-lee-meer
19164,19164,tolon,TOH-lohn
19165,19165,tomcic,TOHM-chihch
19166,19166,tomenko,toh-MEHN-kaw
19167,19167,tomic,TAW-mihch
19168,19168,tomljenovic,tohm-LYAY-noh-vihch
19169,19169,toongue,toon-GHEE
19170,19170,topi,TOH-pee
19171,19171,topolanek,TOH-poh-lah-nehk
19172,19172,topoyev,taw-PAW-yehf
19173,19173,toptan,tohp-TAHN
19174,19174,tornay,TOHR-nay
19175,19175,torrijos,toh-REE-hohs
19177,19177,toure,TOO-ray
19179,19179,tovar,toh-VAHR
19180,19180,trabelsi,trah-BEHL-see
19181,19181,trajkovic,TR-EYE-koh-veech
19182,19182,trajkovski,TR-EYE-kawv-skee
19183,19183,traore,trah-oh-RAY
19186,19186,trbic,TEHR-bihch
19187,19187,trillo,TREE-yoh
19188,19188,troshev,TRAW-shehf
19189,19189,trubnikov,TROOB-nee-kawf
19190,19190,trudeau,TROO-doh
19191,19191,trujillo,troo-HEE-yoh
19192,19192,trunov,TROO-nawf
19193,19193,trutnev,TROOT-nyehf
19194,19194,tsagarayev,(t)sah-gah-RAH-yehf
19195,19195,tsang,(t)SAHNG
19196,19196,tsarnaev,(ts)ahr-N-EYE-ehv
19197,19197,tsarnaev,(ts)arh-N-EYE-ehv
19198,19198,tselentis,(t)seh-LEHN-tees
19199,19199,tshibanda,CHEE-bahn-dah
19200,19200,tshiekedi,chee-seh-KEH-dee
19201,19201,tshwete,SHWEH-teh
19202,19202,tsikhanov,(t)SEE-KAW-nawf
19203,19203,tsipras,SEEP-rahs
19204,19204,tsvangirai,CHAHN-gihr-EYE
19205,19205,tudela,too-DAY-lah
19206,19206,tudjman,TOOJ-mahn
19207,19207,tueni,TWAY-nee
19208,19208,tugcu,TOO-joo
19210,19210,tukhbatullin,took-BAH-too-lihn
19211,19211,tulviste,TOOL-vees-teh
19212,19212,tuomioja,TOO-oh-me-oh-yah
19213,19213,tupou,TOO-poh
19214,19214,turabi,too-RAH-bee
19215,19215,turchinov,toor-CHIH-nawv
19216,19216,turgunaliyev,toor-goo-nah-LEE-yehf
19217,19217,turhalli,toor-hah-LEE
19218,19218,turi,TOOR-ee
19219,19219,turk,TOORK
19220,19220,turk,T-ERR-K
19221,19221,turker,TOOR-kehr
19222,19222,tusevljak,TOO-shahv-lyahk
19223,19223,tusk,TOOSK
19224,19224,tutu,TOO-too
19225,19225,tuyakbai,too-yahk-B-EYE
19226,19226,tuyakbayev,too-yahk-BAH-yehf
19227,19227,tvrdik,(t)VRR-deek
19228,19228,twagiramungu,twah-ghee-rah-MOON-goo
19229,19229,tyhypko,teh-HIHP-koh
19230,19230,tymoshenko,tih-moh-SHEHN-kaw
19231,19231,tyszkiewicz,TIHSH-kay-vihch
19232,19232,tytler,T-EYE-T-lehr
19233,19233,uda,AW-day
19234,19234,udaltsov,oo-dahlt-SAWF
19235,19235,udovenko,oo-daw-VEHN-kaw
19236,19236,udovicki,oo-doh-VIHCH-kee
19237,19237,udugov,oo-DOO-gawv
19238,19238,uetake,oo-A-tah-KEH
19303,19303,ulemek,OO-leh-mehk
19304,19304,ulmanis,OOL-mah-nihs
19305,19305,ulufaalu,oo-loo-FAH-ah-loo
19306,19306,umar,OO-mahr
19307,19307,umarov,oo-MAH-rawf
19309,19309,upadhyaya,OO-PAHD-THEE-AI
19310,19310,urban,OOR-bahn
19311,19311,uribe,oo-REE-bay
19312,19312,urlayeva,ohrl-EYE-eh-vah
19313,19313,urruticoetxea,oo-roo-tee-koh-eh-CHAY-ah
19314,19314,usachev,oo-sah-CHAWF
19315,19315,usackas,oo-SHASH-kahs
19316,19316,usenov,OO-seh-nawf
19317,19317,ushakov,oo-shah-KAWF
19318,19318,uspahkich,oohs-PAHS-kihhh
19319,19319,uss,OO-ss
19320,19320,ustinov,oo-STEE-nawf
19321,19321,usupov,YOO-seh-pawv
19322,19322,uteem,oo-TEEM
19323,19323,uwazurike,oo-wah-zuh-REE-kee
19324,19324,uzan,OO-zahn
19325,19325,vacaroiu,vuh-kuh-ROY-oo
19326,19326,vaeedi,vah-ee-DEE
19327,19327,vagnorius,VAHG-nohr-ee-uhs
19328,19328,vahidi,vah-hee-DEE
19329,19329,vaile,VAYL
19330,19330,vaillant,v-eye-YAH(n)
19331,19331,vaitiekunas,v-eye-tee-ah-KOO-nahs
19332,19332,vajgl,V-EYE-gll
19334,19334,vakhitov,vah-KEE-tawv
19335,19335,valionis,vah-LOHN-yehs
19336,19336,valls,VAHL-SS
19337,19337,vanhanen,VAHN-hah-nehn
19338,19338,vanunu,vah-NOO-noo
19339,19339,varek,VAH-rehk
19340,19340,vashadze,vah-SHAHD-zeh
19341,19341,vasile,vah-SEE-lay
19342,19342,vasiljevic,vah-sihl-YAY-vihch
19343,19343,vasiljevic,vah-SIHL-yeh-vihch
19344,19344,vasilyev,vah-SEEL-yehf
19345,19345,vasquez,vas-KWEHZ
19346,19346,vassiliou,vah-see-LEE-oo
19347,19347,vazquez,VAHS-kehss
19348,19348,vdovin,(v)DOH-veen
19349,19349,vedrine,VEH-DREEN
19350,19350,veerappan,vee-rah-PUHN
19351,19351,vega,VAY-gah
19352,19352,veiga,V-EYE-gah
19353,19353,velchev,VEHL-chehf
19354,19354,veliu,vehl-YEW
19355,19355,veltroni,vehl-TROH-nee
19356,19356,vendrell,VEHN-drehl
19357,19357,venetiaan,vee-nee-see-AHN
19358,19358,venizelos,veh-nee-ZEH-lohss
19359,19359,vera,VAY-rah
19360,19360,verbeke,vehr-BAY-keh
19361,19361,verbin,VEHR-bihn
19362,19362,verdinejad,vehr-deen-eh-ZHAD
19363,19363,verhagen,v-air-HAH-ghehn
19364,19364,verheugen,fair-HOY-ghehn
19365,19365,verhofstadt,vehr-HAWF-stahdt
19366,19366,vershbow,V-ERR-SH-bow
19367,19367,veshnyakov,veesh-nyah-KAWF
19368,19368,vetchy,VEH-chee
19369,19369,viachorka,vee-CHOHR-kah
19370,19370,videla,vee-DAY-lah
19371,19371,viegas,vee-A-gahs
19372,19372,vielman,VEEL-muhn
19373,19373,vilau,VIHL-koo
19374,19374,villar,vee-YAHR
19375,19375,villaraigosa,vee-yahr-eye-GOH-sah
19376,19376,villinger,VEE-leen-ghehr
19377,19377,vilnai,VIHL-nah-ee
19378,19378,vinnik,VEE-neek
19379,19379,vishnyakova,vihsh-nyah-KOH-vah
19380,19380,vishnyevsky,vihsh-NYEHF-skee
19381,19381,viteri,veet-AIR-ee
19382,19382,vitrenko,vih-TREHN-kaw
19383,19383,vlahovic,VLAH-hoh-vihch
19384,19384,vlassof,VLASS-awf
19385,19385,vlok,FLAWK
19386,19386,vohor,VOH-hohr
19387,19387,voinovich,VOY-noh-vihch
19388,19388,volcker,VOHL-kehr
19389,19389,vollebaek,VOH-leh-behk
19390,19390,volodin,vaw-LAW-deen
19391,19391,voloshin,voh-LOO-shihn
19392,19392,vondra,VAWN-drah
19393,19393,vorobyov,vaw-rawb-YAWF
19394,19394,voronin,voh-ROHN-yihn
19395,19395,voulgarakis,vool-garh-EYE-kees
19396,19396,vracar,VRAH-chahr
19397,19397,vranitzky,vrah-NEET-skee
19398,19398,vucic,VOO-chihch
19399,19399,vucinic,VOO-cheh-neech
19400,19400,vujanovic,voo-YAH-noh-vihch
19401,19401,vujicic,voy-EE-chihch
19402,19402,vukcevic,VOOK-cheh-vihch
19403,19403,vukicevic,voo-KEE-cheh-vihch
19404,19404,vukovic,VOO-koh-vihch
19405,19405,vuksanovic,vook-SAH-noh-vihch
19406,19406,vural,VOO-rawl
19408,19408,vyakhirev,VYAH-kih-rehf
19409,19409,wade,WAHD
19410,19410,wahid,wah-HEED
19412,19412,waigel,V-EYE-gehl
19413,19413,waldheim,VAHLT-h-eye-m
19414,19414,walesa,vah-WEHN-sah
19415,19415,walker,WALK-err
19416,19416,wallenberg,VAL-ehn-behr
19417,19417,wamalwa,wah-MAH-loo-ah
19418,19418,wamalwa,wah-MAHL-wah
19535,19535,wang,LEE-SHAWNG
19536,19536,wapakabulo,wah-pah-kah-BOO-loh
19537,19537,waziri,wah-ZIH-ree
19538,19538,weah,WEE-ah
19539,19539,weisglass,V-EYE-SS-glass
19540,19540,weizmann,V-EYE-TS-mahn
19541,19541,wensheng,wuhn-shuhn(g)
19542,19542,westerwelle,VEHS-teh-vehl-eh
19543,19543,wetangula,wee-TANG-oo-lah
19544,19544,wiatr,v-YAH-trr
19545,19545,wickremanayake,wihk-rah-mahn-EYE-eh-kah
19546,19546,wickremesinghe,wihk-ruh-muh-SIHNG-hah
19547,19547,wielgus,VEEL-goos
19548,19548,wiesel,vee-ZEHL
19549,19549,wiesenthal,VEE-zehn-tahl
19550,19550,wilders,WIHL-dehrs
19551,19551,wina,WIHN-nah
19552,19552,wirayuda,WEE-rah-YOO-dah
19553,19553,wirya,WEER-ee-ah
19554,19554,wisniewski,veesh-N-YEHF-skee
19555,19555,witaszczyk,vee-TAHSH-chihk
19556,19556,woerner,VEHR-nehr
19557,19557,wojtyla,voy-TIH-wah
19558,19558,woldemariam,wohl-deh-MAH-ree-ahm
19559,19559,woldentensae,WOHLD-uh-TEHNS-eye
19560,19560,wowereit,VOH-vehr-eye-t
19561,19561,xhaferi,jah-FEH-ree
19562,19562,xhelili,jeh-LEE-lee
19563,19563,xhemajli,jeh-MAH-lee
19564,19564,xiros,(k)SEE-ROHSS
19565,19565,yaalon,yah-ah-LOHN
19566,19566,yadlin,YAHD-lihn
19567,19567,yafai,YAHF-EYE
19568,19568,yakis,yah-KIHSH
19569,19569,yakovenko,yah-koh-VEHN-koh
19570,19570,yakovlev,YAH-kawv-lehf
19572,19572,yakushkin,yah-KOOSH-kihn
19573,19573,yalcinbayir,YAHL-chihn-b-eye-yehrzh
19574,19574,yalcinkaya,yahl-chihn-KAH-yah
19575,19575,yalla,YAH-lah
19576,19576,yamassoum,yah-mah-SOOM
19577,19577,yamgnane,YAHM-yah-nee
19578,19578,yanagisawa,yah-nah-ghee-SAH-wah
19579,19579,yandarbiyev,yahn-dahr-BEE-ehf
19580,19580,yano,YAH-noh
19581,19581,yanukovich,yah-noo-KOH-vihch
19582,19582,yassin,yah-SEEN
19583,19583,yassiri,YAH-sih-ree
19584,19584,yastrzhembsky,yah-SHTREHM-skee
19585,19585,yatim,yah-TIHM
19586,19586,yatom,yah-TOHM
19587,19587,yatsenyuk,yaht-sehn-YOOK
19588,19588,yavlinsky,yahv-LEEN-skee
19589,19589,yazdi,YAHZ-DEE
19590,19590,yazid,yah-ZEED
19591,19591,yekhanurov,yeh-kah-NOOR-awf
19592,19592,yelagin,yeh-LAH-ghihn
19593,19593,yeltsin,YEHLT-sihn
19594,19594,yelyashkevich,yehl-yahsh-KEH-vihch
19595,19595,yeo,YOH
19596,19596,yermoshin,y-air-MOH-shihn
19597,19597,yettaw,yeh-TAH-OH
19598,19598,yevkurov,YEHV-koor-awf
19599,19599,yezhkov,YEHZH-kawv
19600,19600,yildirim,yeel-dah-RIHM
19601,19601,yilmaz,YEEL-mahz
19602,19602,yilmaz,yihl-MAHZ
19603,19603,yishai,yih-SH-EYE
19604,19604,yoadimnadji,yoo-ah-DEEM-nah-jee
19605,19605,yosef,yoh-SEHF
19606,19606,younessi,yoo-neh-SEE
19607,19607,youssef,YOO-sehf
19609,19609,yudhohusodo,yood-hoh-hoo-SOH-doh
19610,19610,yudina,YOO-dee-nah
19611,19611,yuldeshev,yool-DEH-shehv
19612,19612,yumashev,yoo-MAH-shehf
19613,19613,yunash,YUH-nuhsh
19614,19614,yunus,YOO-nuhs
19615,19615,yusefian,yoo-seh-fee-AHN
19616,19616,yusgiantoro,yoos-ghee-ahn-TOH-roh
19617,19617,yushchenko,YOOSH-chehn-kaw
19761,19761,yushenkov,yuh-shehn-KAWF
19763,19763,yusuf,YOO-suhf
19764,19764,yusufov,yoo-SOO-fawf
19765,19765,yusufzai,yoo-soof-Z-EYE
19766,19766,zaanoun,zah-NOON
19767,19767,zadornov,zah-DOOR-nawf
19768,19768,zafi,ZAH-fee
19769,19769,zahar,zah-HAHR
19770,19770,zahau,zah-HOW
19771,19771,zainabitdinov,z-eye-nah-bih-DEE-nawf
19772,19772,zainal,z-eye-NAHL
19773,19773,zainuddin,Z-EYE-noo-dihn
19774,19774,zakayev,zah-KAH-yehf
19775,19775,zakharov,zah-KAH-rawf
19776,19776,zalans,ZAH-lahnz
19777,19777,zalm,ZAHLM
19778,19778,zana,ZAH-nah
19779,19779,zanganeh,zan-gah-NEH
19780,19780,zaoralek,ZAH-oh-rah-lihk
19781,19781,zaoui,ZOW-wee
19782,19782,zarafshan,zah-rahf-SHAHN
19783,19783,zarifi,zah-ree-FEE
19784,19784,zatlers,ZAHT-lehrs
19785,19785,zbogar,ZHBOH-gahr
19786,19786,zebari,zay-BAH-ree
19787,19787,zedillo,say-DEE-yoh
19788,19788,zeevi,zeh-EH-vee
19790,19790,zeidan,zee-DAN
19791,19791,zelaya,zehl-EYE-ah
19792,19792,zelenovic,zeh-LEH-noh-vihch
19793,19793,zeman,ZEH-mahn
19794,19794,zemogo,zeh-MOH-goh
19795,19795,zeroual,zeh-roo-AHL
19796,19796,zhakiyanovis,zhah-kee-YAH-noh-vees
19797,19797,zhelev,ZHEHL-ehf
19798,19798,zhirinovsky,zhih-rih-NAWF-skee
19799,19799,zhukov,ZHOO-kawv
