,phonetics_id,names,phonetics
7992,7992,eliasson,EH-lee-ah-suhn
7993,7993,elilan,ee-LEE-lan
7994,7994,elon,eh-LOHN
7995,7995,eluay,ehl-ooh-WAY
7996,7996,emanuel,ee-MAN-yoo-ehl
7997,7997,emsis,EHM-sihs
7998,7998,enan,ah-NEHN
7999,7999,endara,ehn-DAH-rah
8000,8000,endzins,EHN-jehns
8001,8001,enkhbayar,EHNK-bah-yahr
8002,8002,enkhbold,EHNK-bohld
8003,8003,ensaihan,MEHNGS-eye-hahn
8004,8004,ensour,ehn-SOOR
8005,8005,ephraim,EHF-rahm
8006,8006,erbakan,AIR-bah-kahn
8007,8007,erekat,eh-rah-KAHT
8008,8008,ereli,AIR-lee
8009,8009,erez,eh-REHZ
8010,8010,ergma,EHRG-mah
8011,8011,erignac,a-reen-YAHK
8012,8012,erkinbayev,ehr-kehn-B-EYE-ehv
8013,8013,ermita,ehr-MEE-tah
8014,8014,eroglu,EHR-oh-loo
8015,8015,ersoz,AH-sohz
8016,8016,eruygur,EHR-(uh)-wee-goor
8017,8017,escobar,ehs-koh-BAHR
8018,8018,esfandiari,ehs-fahn-dee-ah-REE
